payment_record_id,loan_id,snapshot_date,days_past_due,delinquent_flag
P0015958,L010285,2022-08-03,2,0
P0015959,L010288,2025-09-08,44,0
P0015960,L010288,2025-10-08,82,0
P0015961,L010288,2025-11-07,106,1
P0015962,L010289,2021-10-12,0,0
P0015963,L010289,2021-11-11,19,0
P0015964,L010291,2024-05-08,42,0
P0015965,L010291,2024-06-07,67,0
P0015966,L010291,2024-07-07,102,1
P0015967,L010291,2024-08-06,129,1
P0015968,L010293,2022-02-22,13,0
P0015969,L010293,2022-03-24,9,0
P0015970,L010293,2022-04-23,0,0
P0015971,L010295,2022-04-03,8,0
P0015972,L010297,2022-06-18,0,0
P0015973,L010299,2026-01-07,0,0
P0015974,L010300,2021-03-11,19,0
P0015975,L010300,2021-04-10,0,0
P0015976,L010301,2023-08-26,0,0
P0015977,L010304,2022-03-11,0,0
P0015978,L010306,2023-03-12,14,0
P0015979,L010306,2023-04-11,0,0
P0015980,L010307,2024-09-20,22,0
P0015981,L010307,2024-10-20,46,0
P0015982,L010307,2024-11-19,80,0
P0015983,L010308,2021-06-25,0,0
P0015984,L010308,2021-07-25,1,0
P0015985,L010309,2023-08-03,3,0
P0015986,L010311,2022-12-17,0,0
P0015987,L010316,2022-07-12,35,0
P0015988,L010316,2022-08-11,54,0
P0015989,L010316,2022-09-10,77,0
P0015990,L010316,2022-10-10,121,1
P0015991,L010316,2022-11-09,154,1
P0015992,L010318,2023-06-09,0,0
P0015993,L010318,2023-07-09,0,0
P0015994,L010321,2023-07-04,0,0
P0015995,L010322,2024-08-25,44,0
P0015996,L010322,2024-09-24,81,0
P0015997,L010322,2024-10-24,102,1
P0015998,L010322,2024-11-23,125,1
P0015999,L010322,2024-12-23,152,1
P0016000,L010323,2022-03-05,32,0
P0016001,L010323,2022-04-04,62,0
P0016002,L010323,2022-05-04,96,1
P0016003,L010323,2022-06-03,125,1
P0016004,L010323,2022-07-03,147,1
P0016005,L010323,2022-08-02,179,1
P0016006,L010330,2021-06-05,5,0
P0016007,L010330,2021-07-05,0,0
P0016008,L010333,2025-08-03,19,0
P0016009,L010334,2025-12-15,2,0
P0016010,L010335,2023-04-21,4,0
P0016011,L010335,2023-05-21,8,0
P0016012,L010335,2023-06-20,0,0
P0016013,L010337,2022-04-28,4,0
P0016014,L010338,2023-05-31,30,0
P0016015,L010338,2023-06-30,68,0
P0016016,L010338,2023-07-30,93,1
P0016017,L010338,2023-08-29,129,1
P0016018,L010338,2023-09-28,168,1
P0016019,L010338,2023-10-28,180,1
P0016020,L010338,2023-11-27,180,1
P0016021,L010341,2025-07-11,29,0
P0016022,L010341,2025-08-10,73,0
P0016023,L010341,2025-09-09,102,1
P0016024,L010341,2025-10-09,140,1
P0016025,L010341,2025-11-08,163,1
P0016026,L010341,2025-12-08,180,1
P0016027,L010341,2026-01-07,180,1
P0016028,L010341,2026-02-06,180,1
P0016029,L010342,2022-08-05,43,0
P0016030,L010342,2022-09-04,60,0
P0016031,L010342,2022-10-04,81,0
P0016032,L010342,2022-11-03,110,1
P0016033,L010342,2022-12-03,145,1
P0016034,L010342,2023-01-02,180,1
P0016035,L010342,2023-02-01,180,1
P0016036,L010343,2021-02-08,0,0
P0016037,L010345,2023-01-20,8,0
P0016038,L010347,2021-03-01,11,0
P0016039,L010349,2021-09-15,20,0
P0016040,L010349,2021-10-15,39,0
P0016041,L010349,2021-11-14,83,0
P0016042,L010349,2021-12-14,118,1
P0016043,L010349,2022-01-13,147,1
P0016044,L010349,2022-02-12,162,1
P0016045,L010352,2025-02-09,18,0
P0016046,L010352,2025-03-11,0,0
P0016047,L010353,2024-07-02,8,0
P0016048,L010354,2023-04-20,33,0
P0016049,L010354,2023-05-20,72,0
P0016050,L010354,2023-06-19,94,1
P0016051,L010357,2025-07-12,0,0
P0016052,L010357,2025-08-11,2,0
P0016053,L010359,2021-03-11,14,0
P0016054,L010359,2021-04-10,17,0
P0016055,L010362,2021-07-05,12,0
P0016056,L010362,2021-08-04,0,0
P0016057,L010362,2021-09-03,0,0
P0016058,L010363,2022-05-09,3,0
P0016059,L010363,2022-06-08,0,0
P0016060,L010364,2025-07-28,16,0
P0016061,L010366,2024-10-08,9,0
P0016062,L010366,2024-11-07,7,0
P0016063,L010367,2025-01-12,6,0
P0016064,L010379,2023-08-29,37,0
P0016065,L010379,2023-09-28,64,0
P0016066,L010379,2023-10-28,96,1
P0016067,L010381,2024-06-27,0,0
P0016068,L010381,2024-07-27,0,0
P0016069,L010382,2024-11-13,12,0
P0016070,L010384,2021-12-27,15,0
P0016071,L010389,2024-10-11,1,0
P0016072,L010390,2021-08-14,12,0
P0016073,L010391,2025-12-07,1,0
P0016074,L010391,2026-01-06,16,0
P0016075,L010391,2026-02-05,5,0
P0016076,L010392,2021-08-12,7,0
P0016077,L010392,2021-09-11,0,0
P0016078,L010392,2021-10-11,16,0
P0016079,L010394,2023-09-19,8,0
P0016080,L010394,2023-10-19,2,0
P0016081,L010394,2023-11-18,10,0
P0016082,L010395,2023-01-07,2,0
P0016083,L010400,2025-05-14,1,0
P0016084,L010400,2025-06-13,0,0
P0016085,L010401,2023-12-29,29,0
P0016086,L010401,2024-01-28,61,0
P0016087,L010401,2024-02-27,77,0
P0016088,L010402,2024-10-12,0,0
P0016089,L010402,2024-11-11,0,0
P0016090,L010402,2024-12-11,0,0
P0016091,L010403,2025-01-16,0,0
P0016092,L010404,2025-08-13,10,0
P0016093,L010406,2024-03-03,12,0
P0016094,L010407,2023-05-01,9,0
P0016095,L010409,2023-09-11,6,0
P0016096,L010409,2023-10-11,0,0
P0016097,L010412,2023-08-08,4,0
P0016098,L010413,2024-06-02,0,0
P0016099,L010413,2024-07-02,11,0
P0016100,L010414,2021-12-29,11,0
P0016101,L010414,2022-01-28,0,0
P0016102,L010414,2022-02-27,0,0
P0016103,L010418,2023-11-30,6,0
P0016104,L010418,2023-12-30,15,0
P0016105,L010418,2024-01-29,18,0
P0016106,L010420,2021-02-09,0,0
P0016107,L010420,2021-03-11,3,0
P0016108,L010420,2021-04-10,10,0
P0016109,L010422,2022-07-15,0,0
P0016110,L010422,2022-08-14,0,0
P0016111,L010422,2022-09-13,15,0
P0016112,L010423,2025-05-10,0,0
P0016113,L010425,2025-09-06,30,0
P0016114,L010425,2025-10-06,72,0
P0016115,L010425,2025-11-05,93,1
P0016116,L010425,2025-12-05,119,1
P0016117,L010425,2026-01-04,138,1
P0016118,L010426,2021-04-04,10,0
P0016119,L010426,2021-05-04,0,0
P0016120,L010427,2025-05-27,0,0
P0016121,L010427,2025-06-26,0,0
P0016122,L010428,2025-04-03,25,0
P0016123,L010428,2025-05-03,61,0
P0016124,L010428,2025-06-02,101,1
P0016125,L010428,2025-07-02,145,1
P0016126,L010428,2025-08-01,180,1
P0016127,L010428,2025-08-31,180,1
P0016128,L010428,2025-09-30,180,1
P0016129,L010429,2025-06-01,5,0
P0016130,L010429,2025-07-01,10,0
P0016131,L010435,2022-12-17,44,0
P0016132,L010435,2023-01-16,65,0
P0016133,L010435,2023-02-15,89,0
P0016134,L010435,2023-03-17,126,1
P0016135,L010435,2023-04-16,170,1
P0016136,L010437,2024-09-27,4,0
P0016137,L010440,2021-12-04,0,0
P0016138,L010442,2025-07-18,9,0
P0016139,L010442,2025-08-17,11,0
P0016140,L010442,2025-09-16,19,0
P0016141,L010448,2023-06-20,13,0
P0016142,L010451,2021-09-18,16,0
P0016143,L010452,2024-02-02,0,0
P0016144,L010455,2022-12-13,17,0
P0016145,L010456,2022-09-26,0,0
P0016146,L010456,2022-10-26,1,0
P0016147,L010456,2022-11-25,0,0
P0016148,L010457,2021-03-01,26,0
P0016149,L010457,2021-03-31,41,0
P0016150,L010457,2021-04-30,84,0
P0016151,L010457,2021-05-30,118,1
P0016152,L010457,2021-06-29,160,1
P0016153,L010459,2022-02-14,0,0
P0016154,L010459,2022-03-16,3,0
P0016155,L010459,2022-04-15,5,0
P0016156,L010463,2022-12-24,35,0
P0016157,L010463,2023-01-23,76,0
P0016158,L010463,2023-02-22,96,1
P0016159,L010463,2023-03-24,124,1
P0016160,L010463,2023-04-23,156,1
P0016161,L010465,2021-08-16,33,0
P0016162,L010465,2021-09-15,68,0
P0016163,L010465,2021-10-15,89,0
P0016164,L010467,2022-01-23,15,0
P0016165,L010467,2022-02-22,39,0
P0016166,L010467,2022-03-24,74,0
P0016167,L010467,2022-04-23,101,1
P0016168,L010467,2022-05-23,142,1
P0016169,L010467,2022-06-22,157,1
P0016170,L010467,2022-07-22,180,1
P0016171,L010468,2022-05-31,18,0
P0016172,L010469,2025-01-07,0,0
P0016173,L010469,2025-02-06,0,0
P0016174,L010470,2024-01-18,13,0
P0016175,L010472,2023-02-23,44,0
P0016176,L010472,2023-03-25,66,0
P0016177,L010472,2023-04-24,85,0
P0016178,L010472,2023-05-24,123,1
P0016179,L010472,2023-06-23,164,1
P0016180,L010472,2023-07-23,180,1
P0016181,L010472,2023-08-22,180,1
P0016182,L010472,2023-09-21,180,1
P0016183,L010474,2023-09-13,19,0
P0016184,L010475,2021-09-11,10,0
P0016185,L010476,2023-12-21,0,0
P0016186,L010476,2024-01-20,9,0
P0016187,L010476,2024-02-19,0,0
P0016188,L010477,2023-05-25,13,0
P0016189,L010477,2023-06-24,0,0
P0016190,L010478,2025-08-22,34,0
P0016191,L010478,2025-09-21,69,0
P0016192,L010478,2025-10-21,108,1
P0016193,L010479,2024-01-31,20,0
P0016194,L010479,2024-03-01,49,0
P0016195,L010479,2024-03-31,74,0
P0016196,L010479,2024-04-30,114,1
P0016197,L010479,2024-05-30,143,1
P0016198,L010479,2024-06-29,180,1
P0016199,L010479,2024-07-29,180,1
P0016200,L010482,2024-01-22,11,0
P0016201,L010482,2024-02-21,11,0
P0016202,L010483,2025-06-21,0,0
P0016203,L010484,2023-03-24,13,0
P0016204,L010485,2025-11-21,10,0
P0016205,L010485,2025-12-21,0,0
P0016206,L010485,2026-01-20,5,0
P0016207,L010487,2025-01-23,3,0
P0016208,L010488,2022-10-02,38,0
P0016209,L010488,2022-11-01,61,0
P0016210,L010488,2022-12-01,82,0
P0016211,L010488,2022-12-31,97,1
P0016212,L010488,2023-01-30,135,1
P0016213,L010488,2023-03-01,156,1
P0016214,L010488,2023-03-31,177,1
P0016215,L010488,2023-04-30,180,1
P0016216,L010489,2022-08-30,5,0
P0016217,L010489,2022-09-29,0,0
P0016218,L010497,2024-12-27,7,0
P0016219,L010498,2025-03-06,11,0
P0016220,L010499,2022-08-06,3,0
P0016221,L010501,2025-02-22,12,0
P0016222,L010502,2025-05-22,0,0
P0016223,L010503,2025-03-12,6,0
P0016224,L010504,2021-07-02,15,0
P0016225,L010504,2021-08-01,30,0
P0016226,L010504,2021-08-31,50,0
P0016227,L010504,2021-09-30,75,0
P0016228,L010504,2021-10-30,100,1
P0016229,L010504,2021-11-29,120,1
P0016230,L010504,2021-12-29,146,1
P0016231,L010507,2021-09-05,4,0
P0016232,L010508,2025-04-29,15,0
P0016233,L010508,2025-05-29,30,0
P0016234,L010508,2025-06-28,55,0
P0016235,L010508,2025-07-28,98,1
P0016236,L010508,2025-08-27,117,1
P0016237,L010508,2025-09-26,132,1
P0016238,L010509,2024-11-17,1,0
P0016239,L010510,2022-04-20,22,0
P0016240,L010510,2022-05-20,58,0
P0016241,L010510,2022-06-19,93,1
P0016242,L010510,2022-07-19,109,1
P0016243,L010511,2025-10-11,0,0
P0016244,L010511,2025-11-10,0,0
P0016245,L010512,2025-07-27,0,0
P0016246,L010512,2025-08-26,0,0
P0016247,L010512,2025-09-25,11,0
P0016248,L010514,2022-09-04,0,0
P0016249,L010514,2022-10-04,0,0
P0016250,L010514,2022-11-03,6,0
P0016251,L010515,2022-06-03,44,0
P0016252,L010515,2022-07-03,83,0
P0016253,L010515,2022-08-02,124,1
P0016254,L010515,2022-09-01,161,1
P0016255,L010515,2022-10-01,180,1
P0016256,L010515,2022-10-31,180,1
P0016257,L010515,2022-11-30,180,1
P0016258,L010515,2022-12-30,180,1
P0016259,L010517,2023-06-02,10,0
P0016260,L010517,2023-07-02,4,0
P0016261,L010519,2021-11-02,30,0
P0016262,L010519,2021-12-02,46,0
P0016263,L010519,2022-01-01,73,0
P0016264,L010519,2022-01-31,96,1
P0016265,L010519,2022-03-02,138,1
P0016266,L010520,2025-03-14,0,0
P0016267,L010521,2022-06-10,19,0
P0016268,L010521,2022-07-10,18,0
P0016269,L010522,2023-12-02,17,0
P0016270,L010523,2025-01-29,8,0
P0016271,L010524,2024-12-09,0,0
P0016272,L010524,2025-01-08,10,0
P0016273,L010524,2025-02-07,0,0
P0016274,L010528,2025-07-09,9,0
P0016275,L010528,2025-08-08,5,0
P0016276,L010528,2025-09-07,0,0
P0016277,L010531,2024-05-07,16,0
P0016278,L010533,2023-12-24,26,0
P0016279,L010533,2024-01-23,65,0
P0016280,L010533,2024-02-22,92,1
P0016281,L010533,2024-03-23,131,1
P0016282,L010533,2024-04-22,151,1
P0016283,L010537,2022-02-21,0,0
P0016284,L010538,2025-09-16,13,0
P0016285,L010538,2025-10-16,14,0
P0016286,L010538,2025-11-15,0,0
P0016287,L010539,2021-02-09,10,0
P0016288,L010540,2024-12-09,15,0
P0016289,L010540,2025-01-08,0,0
P0016290,L010542,2022-09-01,0,0
P0016291,L010542,2022-10-01,9,0
P0016292,L010544,2021-06-19,43,0
P0016293,L010544,2021-07-19,70,0
P0016294,L010544,2021-08-18,97,1
P0016295,L010544,2021-09-17,131,1
P0016296,L010544,2021-10-17,163,1
P0016297,L010545,2022-10-25,17,0
P0016298,L010545,2022-11-24,17,0
P0016299,L010545,2022-12-24,18,0
P0016300,L010547,2023-05-12,28,0
P0016301,L010547,2023-06-11,50,0
P0016302,L010547,2023-07-11,83,0
P0016303,L010547,2023-08-10,99,1
P0016304,L010547,2023-09-09,132,1
P0016305,L010548,2021-04-28,3,0
P0016306,L010548,2021-05-28,1,0
P0016307,L010549,2021-09-16,9,0
P0016308,L010552,2025-11-23,0,0
P0016309,L010553,2022-10-10,0,0
P0016310,L010554,2025-08-04,0,0
P0016311,L010555,2021-03-22,8,0
P0016312,L010555,2021-04-21,7,0
P0016313,L010557,2021-05-27,5,0
P0016314,L010559,2025-02-23,5,0
P0016315,L010559,2025-03-25,0,0
P0016316,L010559,2025-04-24,0,0
P0016317,L010560,2023-04-05,0,0
P0016318,L010561,2021-12-10,0,0
P0016319,L010561,2022-01-09,7,0
P0016320,L010562,2023-08-27,43,0
P0016321,L010562,2023-09-26,82,0
P0016322,L010562,2023-10-26,103,1
P0016323,L010562,2023-11-25,122,1
P0016324,L010562,2023-12-25,138,1
P0016325,L010562,2024-01-24,155,1
P0016326,L010562,2024-02-23,180,1
P0016327,L010564,2025-06-04,22,0
P0016328,L010564,2025-07-04,46,0
P0016329,L010564,2025-08-03,83,0
P0016330,L010564,2025-09-02,99,1
P0016331,L010564,2025-10-02,114,1
P0016332,L010564,2025-11-01,156,1
P0016333,L010565,2024-03-31,0,0
P0016334,L010565,2024-04-30,0,0
P0016335,L010567,2021-11-12,7,0
P0016336,L010567,2021-12-12,8,0
P0016337,L010568,2021-12-23,14,0
P0016338,L010569,2025-06-09,13,0
P0016339,L010570,2022-07-03,0,0
P0016340,L010570,2022-08-02,3,0
P0016341,L010570,2022-09-01,0,0
P0016342,L010571,2023-05-24,4,0
P0016343,L010572,2024-08-19,20,0
P0016344,L010572,2024-09-18,63,0
P0016345,L010572,2024-10-18,94,1
P0016346,L010572,2024-11-17,131,1
P0016347,L010572,2024-12-17,148,1
P0016348,L010572,2025-01-16,176,1
P0016349,L010575,2021-08-21,0,0
P0016350,L010575,2021-09-20,8,0
P0016351,L010576,2025-08-14,12,0
P0016352,L010577,2022-09-08,27,0
P0016353,L010577,2022-10-08,47,0
P0016354,L010577,2022-11-07,79,0
P0016355,L010577,2022-12-07,105,1
P0016356,L010578,2021-05-20,10,0
P0016357,L010578,2021-06-19,12,0
P0016358,L010578,2021-07-19,0,0
P0016359,L010579,2024-12-11,0,0
P0016360,L010581,2025-06-26,12,0
P0016361,L010583,2023-02-17,25,0
P0016362,L010583,2023-03-19,68,0
P0016363,L010583,2023-04-18,96,1
P0016364,L010583,2023-05-18,125,1
P0016365,L010583,2023-06-17,159,1
P0016366,L010583,2023-07-17,180,1
P0016367,L010583,2023-08-16,180,1
P0016368,L010583,2023-09-15,180,1
P0016369,L010585,2025-04-23,0,0
P0016370,L010586,2025-07-22,0,0
P0016371,L010591,2022-03-28,25,0
P0016372,L010591,2022-04-27,55,0
P0016373,L010591,2022-05-27,77,0
P0016374,L010591,2022-06-26,121,1
P0016375,L010591,2022-07-26,138,1
P0016376,L010591,2022-08-25,153,1
P0016377,L010593,2024-10-10,20,0
P0016378,L010593,2024-11-09,51,0
P0016379,L010593,2024-12-09,87,0
P0016380,L010593,2025-01-08,127,1
P0016381,L010593,2025-02-07,145,1
P0016382,L010595,2021-02-24,0,0
P0016383,L010595,2021-03-26,12,0
P0016384,L010596,2025-09-20,0,0
P0016385,L010596,2025-10-20,12,0
P0016386,L010596,2025-11-19,11,0
P0016387,L010600,2024-01-15,15,0
P0016388,L010600,2024-02-14,2,0
P0016389,L010600,2024-03-15,0,0
P0016390,L010603,2023-06-16,0,0
P0016391,L010605,2025-05-04,4,0
P0016392,L010605,2025-06-03,14,0
P0016393,L010606,2021-03-07,31,0
P0016394,L010606,2021-04-06,56,0
P0016395,L010606,2021-05-06,89,0
P0016396,L010606,2021-06-05,123,1
P0016397,L010606,2021-07-05,162,1
P0016398,L010606,2021-08-04,180,1
P0016399,L010606,2021-09-03,180,1
P0016400,L010607,2023-08-26,24,0
P0016401,L010607,2023-09-25,62,0
P0016402,L010607,2023-10-25,90,1
P0016403,L010607,2023-11-24,125,1
P0016404,L010607,2023-12-24,150,1
P0016405,L010607,2024-01-23,180,1
P0016406,L010611,2025-09-16,18,0
P0016407,L010611,2025-10-16,6,0
P0016408,L010612,2021-11-15,10,0
P0016409,L010613,2022-02-13,31,0
P0016410,L010613,2022-03-15,60,0
P0016411,L010613,2022-04-14,97,1
P0016412,L010613,2022-05-14,112,1
P0016413,L010613,2022-06-13,135,1
P0016414,L010613,2022-07-13,174,1
P0016415,L010613,2022-08-12,180,1
P0016416,L010613,2022-09-11,180,1
P0016417,L010614,2025-11-26,0,0
P0016418,L010619,2021-08-11,0,0
P0016419,L010619,2021-09-10,16,0
P0016420,L010621,2022-01-06,8,0
P0016421,L010623,2023-10-05,0,0
P0016422,L010623,2023-11-04,0,0
P0016423,L010626,2024-02-10,0,0
P0016424,L010626,2024-03-11,0,0
P0016425,L010630,2022-11-05,0,0
P0016426,L010630,2022-12-05,2,0
P0016427,L010631,2025-02-21,19,0
P0016428,L010631,2025-03-23,0,0
P0016429,L010633,2025-04-25,0,0
P0016430,L010634,2023-08-22,17,0
P0016431,L010637,2022-02-15,0,0
P0016432,L010637,2022-03-17,2,0
P0016433,L010638,2025-05-17,0,0
P0016434,L010640,2022-03-02,23,0
P0016435,L010640,2022-04-01,67,0
P0016436,L010640,2022-05-01,89,0
P0016437,L010640,2022-05-31,104,1
P0016438,L010640,2022-06-30,130,1
P0016439,L010641,2024-08-16,0,0
P0016440,L010646,2024-01-30,0,0
P0016441,L010646,2024-02-29,0,0
P0016442,L010646,2024-03-30,4,0
P0016443,L010648,2025-12-12,16,0
P0016444,L010649,2025-08-04,28,0
P0016445,L010649,2025-09-03,56,0
P0016446,L010649,2025-10-03,89,0
P0016447,L010649,2025-11-02,122,1
P0016448,L010652,2021-12-20,16,0
P0016449,L010652,2022-01-19,38,0
P0016450,L010652,2022-02-18,75,0
P0016451,L010652,2022-03-20,94,1
P0016452,L010652,2022-04-19,130,1
P0016453,L010652,2022-05-19,173,1
P0016454,L010654,2021-07-22,19,0
P0016455,L010654,2021-08-21,42,0
P0016456,L010654,2021-09-20,82,0
P0016457,L010656,2025-01-19,0,0
P0016458,L010659,2025-05-07,10,0
P0016459,L010659,2025-06-06,14,0
P0016460,L010660,2021-05-23,17,0
P0016461,L010660,2021-06-22,9,0
P0016462,L010661,2021-04-16,18,0
P0016463,L010661,2021-05-16,0,0
P0016464,L010662,2025-09-23,0,0
P0016465,L010663,2021-08-03,27,0
P0016466,L010663,2021-09-02,63,0
P0016467,L010663,2021-10-02,84,0
P0016468,L010663,2021-11-01,125,1
P0016469,L010663,2021-12-01,151,1
P0016470,L010663,2021-12-31,175,1
P0016471,L010664,2022-06-05,6,0
P0016472,L010665,2024-02-14,3,0
P0016473,L010665,2024-03-15,1,0
P0016474,L010666,2023-10-17,32,0
P0016475,L010666,2023-11-16,58,0
P0016476,L010666,2023-12-16,75,0
P0016477,L010667,2022-12-29,23,0
P0016478,L010667,2023-01-28,58,0
P0016479,L010667,2023-02-27,93,1
P0016480,L010667,2023-03-29,128,1
P0016481,L010668,2021-06-23,15,0
P0016482,L010669,2021-09-19,15,0
P0016483,L010670,2025-08-01,0,0
P0016484,L010671,2022-12-30,15,0
P0016485,L010674,2022-03-09,32,0
P0016486,L010674,2022-04-08,56,0
P0016487,L010674,2022-05-08,76,0
P0016488,L010674,2022-06-07,109,1
P0016489,L010674,2022-07-07,143,1
P0016490,L010674,2022-08-06,176,1
P0016491,L010674,2022-09-05,180,1
P0016492,L010676,2025-10-26,1,0
P0016493,L010676,2025-11-25,6,0
P0016494,L010676,2025-12-25,0,0
P0016495,L010678,2024-09-02,0,0
P0016496,L010680,2024-09-11,18,0
P0016497,L010680,2024-10-11,11,0
P0016498,L010685,2024-10-13,0,0
P0016499,L010686,2021-11-11,5,0
P0016500,L010686,2021-12-11,10,0
P0016501,L010687,2022-04-06,41,0
P0016502,L010687,2022-05-06,67,0
P0016503,L010687,2022-06-05,82,0
P0016504,L010689,2023-11-18,0,0
P0016505,L010689,2023-12-18,16,0
P0016506,L010690,2021-11-19,40,0
P0016507,L010690,2021-12-19,59,0
P0016508,L010690,2022-01-18,89,0
P0016509,L010690,2022-02-17,113,1
P0016510,L010691,2021-02-01,19,0
P0016511,L010691,2021-03-03,38,0
P0016512,L010691,2021-04-02,82,0
P0016513,L010693,2023-01-14,13,0
P0016514,L010693,2023-02-13,9,0
P0016515,L010696,2022-02-07,40,0
P0016516,L010696,2022-03-09,74,0
P0016517,L010696,2022-04-08,110,1
P0016518,L010696,2022-05-08,139,1
P0016519,L010697,2025-03-16,14,0
P0016520,L010697,2025-04-15,0,0
P0016521,L010697,2025-05-15,6,0
P0016522,L010699,2024-04-22,0,0
P0016523,L010702,2021-08-28,11,0
P0016524,L010702,2021-09-27,15,0
P0016525,L010703,2023-07-21,6,0
P0016526,L010709,2023-12-30,0,0
P0016527,L010711,2021-02-28,14,0
P0016528,L010712,2024-03-06,22,0
P0016529,L010712,2024-04-05,47,0
P0016530,L010712,2024-05-05,90,1
P0016531,L010712,2024-06-04,114,1
P0016532,L010712,2024-07-04,157,1
P0016533,L010712,2024-08-03,180,1
P0016534,L010712,2024-09-02,180,1
P0016535,L010712,2024-10-02,180,1
P0016536,L010714,2024-10-25,0,0
P0016537,L010714,2024-11-24,0,0
P0016538,L010715,2022-07-22,13,0
P0016539,L010715,2022-08-21,11,0
P0016540,L010715,2022-09-20,5,0
P0016541,L010716,2023-02-16,18,0
P0016542,L010718,2023-09-30,18,0
P0016543,L010718,2023-10-30,55,0
P0016544,L010718,2023-11-29,76,0
P0016545,L010718,2023-12-29,99,1
P0016546,L010718,2024-01-28,137,1
P0016547,L010719,2023-10-21,12,0
P0016548,L010719,2023-11-20,11,0
P0016549,L010722,2024-06-11,2,0
P0016550,L010722,2024-07-11,12,0
P0016551,L010722,2024-08-10,9,0
P0016552,L010723,2022-11-18,1,0
P0016553,L010723,2022-12-18,0,0
P0016554,L010725,2024-01-21,16,0
P0016555,L010725,2024-02-20,54,0
P0016556,L010725,2024-03-21,88,0
P0016557,L010725,2024-04-20,103,1
P0016558,L010725,2024-05-20,128,1
P0016559,L010729,2022-10-16,26,0
P0016560,L010729,2022-11-15,70,0
P0016561,L010729,2022-12-15,113,1
P0016562,L010735,2024-02-29,41,0
P0016563,L010735,2024-03-30,84,0
P0016564,L010735,2024-04-29,104,1
P0016565,L010735,2024-05-29,134,1
P0016566,L010735,2024-06-28,167,1
P0016567,L010737,2025-04-18,33,0
P0016568,L010737,2025-05-18,49,0
P0016569,L010737,2025-06-17,78,0
P0016570,L010737,2025-07-17,101,1
P0016571,L010737,2025-08-16,122,1
P0016572,L010737,2025-09-15,156,1
P0016573,L010737,2025-10-15,180,1
P0016574,L010737,2025-11-14,180,1
P0016575,L010738,2022-02-11,0,0
P0016576,L010741,2022-09-05,10,0
P0016577,L010744,2023-09-14,0,0
P0016578,L010744,2023-10-14,2,0
P0016579,L010746,2025-03-22,5,0
P0016580,L010747,2025-11-08,0,0
P0016581,L010748,2024-11-11,4,0
P0016582,L010751,2024-09-29,16,0
P0016583,L010751,2024-10-29,0,0
P0016584,L010753,2024-10-16,26,0
P0016585,L010753,2024-11-15,60,0
P0016586,L010753,2024-12-15,80,0
P0016587,L010753,2025-01-14,106,1
P0016588,L010753,2025-02-13,131,1
P0016589,L010753,2025-03-15,156,1
P0016590,L010753,2025-04-14,180,1
P0016591,L010754,2024-01-18,42,0
P0016592,L010754,2024-02-17,71,0
P0016593,L010754,2024-03-18,114,1
P0016594,L010754,2024-04-17,145,1
P0016595,L010754,2024-05-17,173,1
P0016596,L010754,2024-06-16,180,1
P0016597,L010754,2024-07-16,180,1
P0016598,L010754,2024-08-15,180,1
P0016599,L010758,2022-06-28,15,0
P0016600,L010763,2026-01-11,0,0
P0016601,L010764,2025-02-21,0,0
P0016602,L010766,2026-01-24,6,0
P0016603,L010768,2025-09-08,42,0
P0016604,L010768,2025-10-08,85,0
P0016605,L010768,2025-11-07,112,1
P0016606,L010768,2025-12-07,155,1
P0016607,L010768,2026-01-06,180,1
P0016608,L010768,2026-02-05,180,1
P0016609,L010768,2026-03-07,180,1
P0016610,L010768,2026-04-06,180,1
P0016611,L010769,2024-02-26,17,0
P0016612,L010769,2024-03-27,8,0
P0016613,L010769,2024-04-26,15,0
P0016614,L010770,2023-03-22,0,0
P0016615,L010770,2023-04-21,16,0
P0016616,L010771,2021-10-26,27,0
P0016617,L010771,2021-11-25,52,0
P0016618,L010771,2021-12-25,69,0
P0016619,L010771,2022-01-24,101,1
P0016620,L010772,2023-12-02,18,0
P0016621,L010772,2024-01-01,43,0
P0016622,L010772,2024-01-31,73,0
P0016623,L010772,2024-03-01,106,1
