loan_id,borrower_id,loan_amount,term_months,interest_rate,benchmark_rate,purpose,origination_date,status,default_flag,interest_spread
L013812,B009485,888200,36,6.01,7.15,Personal,2023-11-26,Closed,0,-1.14
L013813,B015645,628800,36,18.19,6.98,Auto,2024-03-21,Active,0,11.21
L013814,B001516,286100,24,15.47,7.09,Medical,2025-11-10,Active,0,8.38
L013815,B003036,273000,48,6.45,6.94,Auto,2025-02-02,Active,0,-0.49
L013816,B011896,52600,12,6.49,4.15,Medical,2021-01-05,Active,0,2.34
L013817,B007376,79800,24,20.32,5.24,Personal,2022-02-03,Closed,0,15.08
L013818,B008581,406000,36,18.34,6.87,Medical,2024-06-09,Closed,0,11.47
L013819,B015896,275200,48,7.0,6.53,Home Improvement,2023-04-11,Active,0,0.47
L013820,B004131,345500,12,7.55,3.84,Debt Consolidation,2021-01-31,Active,0,3.71
L013821,B006272,84900,12,11.55,6.36,Education,2022-08-29,Default,1,5.19
L013822,B007594,782600,24,15.39,6.57,Education,2023-04-12,Active,0,8.82
L013823,B017620,69900,24,11.94,5.12,Personal,2021-11-29,Active,0,6.82
L013824,B017650,419800,24,15.71,6.94,Business,2023-08-17,Closed,0,8.77
L013825,B010961,135000,36,18.95,4.25,Home Improvement,2021-03-01,Closed,0,14.7
L013826,B008004,146100,48,11.35,7.31,Personal,2025-12-27,Default,1,4.04
L013827,B016374,303000,60,7.12,6.96,Auto,2024-04-25,Active,0,0.16
L013828,B011677,96500,48,21.55,6.85,Home Improvement,2024-02-18,Default,1,14.7
L013829,B009272,663100,48,27.1,5.4,Debt Consolidation,2022-03-20,Active,0,21.7
L013830,B014429,143000,36,8.38,5.49,Personal,2022-03-19,Active,0,2.89
L013831,B006523,158300,24,21.96,5.58,Business,2022-04-04,Default,1,16.38
L013832,B006504,203300,36,10.87,6.95,Auto,2025-09-08,Default,1,3.92
L013833,B005239,56700,24,10.11,7.14,Home Improvement,2025-06-01,Closed,0,2.97
L013834,B005964,217800,36,6.18,6.97,Education,2024-04-19,Active,0,-0.79
L013835,B003737,251400,36,23.38,6.36,Auto,2023-01-02,Default,1,17.02
L013836,B010474,297400,36,25.74,4.26,Business,2021-05-05,Active,0,21.48
L013837,B000824,206800,36,10.0,6.76,Personal,2023-02-03,Active,0,3.24
L013838,B014693,145100,24,19.75,6.92,Personal,2025-12-05,Active,0,12.83
L013839,B005823,388200,36,10.32,7.23,Business,2024-10-16,Active,0,3.09
L013840,B007327,498600,48,22.61,6.85,Home Improvement,2024-03-04,Active,0,15.76
L013841,B004378,305200,48,15.68,6.89,Personal,2025-02-10,Active,0,8.79
L013842,B010872,75700,48,27.43,7.02,Debt Consolidation,2023-10-11,Default,1,20.41
L013843,B009664,586000,12,14.97,6.92,Personal,2024-03-28,Default,1,8.05
L013844,B010159,330400,24,11.19,6.27,Personal,2022-12-04,Active,0,4.92
L013845,B010498,185000,48,16.1,3.94,Medical,2021-03-11,Default,1,12.16
L013846,B016227,444400,24,12.65,6.83,Debt Consolidation,2023-09-25,Active,0,5.82
L013847,B006710,87500,12,14.66,4.92,Business,2021-09-18,Active,0,9.74
L013848,B014832,493500,60,9.19,6.26,Business,2022-11-01,Active,0,2.93
L013849,B003267,61700,60,12.81,6.85,Personal,2023-12-08,Closed,0,5.96
L013850,B000154,278200,60,9.24,6.98,Debt Consolidation,2024-02-19,Active,0,2.26
L013851,B008659,497800,36,9.77,5.74,Home Improvement,2022-08-14,Closed,0,4.03
L013852,B005290,262600,24,8.53,7.07,Education,2025-06-12,Active,0,1.46
L013853,B013386,58600,36,14.0,7.19,Home Improvement,2024-09-10,Default,1,6.81
L013854,B013536,366100,48,12.76,5.23,Personal,2022-03-22,Active,0,7.53
L013855,B003028,673100,36,7.31,7.05,Home Improvement,2023-11-03,Active,0,0.26
L013856,B000957,491000,12,6.91,6.76,Home Improvement,2024-09-05,Active,0,0.15
L013857,B013299,340800,48,11.95,6.62,Debt Consolidation,2023-01-12,Closed,0,5.33
L013858,B007294,97800,60,12.03,7.34,Personal,2025-08-16,Closed,0,4.69
L013859,B001790,60000,36,9.46,7.04,Education,2025-03-22,Active,0,2.42
L013860,B005025,253600,24,13.4,4.69,Debt Consolidation,2021-09-12,Closed,0,8.71
L013861,B005119,58600,24,14.46,6.9,Personal,2023-06-11,Active,0,7.56
L013862,B010943,412900,36,12.56,5.13,Home Improvement,2021-11-29,Closed,0,7.43
L013863,B013092,275200,60,15.11,7.09,Personal,2024-02-26,Closed,0,8.02
L013864,B013964,284100,36,10.77,6.85,Home Improvement,2025-09-04,Closed,0,3.92
L013865,B002507,1469500,24,22.53,5.12,Debt Consolidation,2021-12-29,Active,0,17.41
L013866,B001518,512300,12,16.16,7.14,Business,2025-07-03,Closed,0,9.02
L013867,B013492,391800,36,13.76,5.84,Personal,2022-06-25,Active,0,7.92
L013868,B016421,960700,12,7.64,4.82,Home Improvement,2021-10-06,Closed,0,2.82
L013869,B007085,173900,12,16.99,7.13,Home Improvement,2023-05-22,Default,1,9.86
L013870,B005131,132000,48,12.89,6.94,Education,2024-11-12,Active,0,5.95
L013871,B006751,60200,36,18.63,5.73,Home Improvement,2022-08-27,Default,1,12.9
L013872,B014046,207000,36,11.12,6.87,Debt Consolidation,2025-10-07,Closed,0,4.25
L013873,B009354,309500,36,8.73,7.25,Medical,2025-04-20,Closed,0,1.48
L013874,B001198,241900,48,25.5,5.1,Business,2021-10-17,Default,1,20.4
L013875,B002601,115500,12,8.55,5.44,Home Improvement,2022-02-17,Active,0,3.11
L013876,B013055,146100,12,16.72,6.42,Debt Consolidation,2022-11-24,Closed,0,10.3
L013877,B011828,162000,48,17.69,7.09,Medical,2025-06-07,Closed,0,10.6
L013878,B010594,337800,36,8.8,6.88,Education,2025-09-06,Closed,0,1.92
L013879,B011999,545100,48,15.21,5.28,Business,2022-03-09,Closed,0,9.93
L013880,B015493,649700,48,17.54,6.9,Business,2024-12-13,Active,0,10.64
L013881,B012793,312300,36,14.09,6.03,Business,2022-08-21,Active,0,8.06
L013882,B001751,255100,36,19.17,7.1,Personal,2024-11-29,Active,0,12.07
L013883,B017894,82500,24,18.56,7.16,Medical,2024-07-04,Active,0,11.4
L013884,B007291,180700,24,16.59,6.01,Personal,2022-06-16,Active,0,10.58
L013885,B017265,777400,24,24.16,5.62,Auto,2022-03-10,Active,0,18.54
L013886,B015166,272400,60,24.23,7.19,Medical,2024-09-11,Active,0,17.04
L013887,B015039,80700,12,12.95,6.82,Home Improvement,2023-04-21,Closed,0,6.13
L013888,B007626,37200,36,15.56,6.97,Business,2024-04-21,Default,1,8.59
L013889,B003878,994400,24,10.59,5.74,Education,2022-06-06,Active,0,4.85
L013890,B014755,1224900,60,13.68,6.89,Education,2025-10-20,Active,0,6.79
L013891,B008961,301700,60,9.49,6.73,Debt Consolidation,2024-12-16,Default,1,2.76
L013892,B017478,281200,24,16.92,4.82,Medical,2021-06-21,Active,0,12.1
L013893,B013846,97400,36,12.37,4.35,Auto,2021-05-09,Active,0,8.02
L013894,B007208,52200,48,9.87,5.23,Education,2022-01-13,Active,0,4.64
L013895,B010000,551200,60,7.8,4.58,Medical,2021-06-20,Active,0,3.22
L013896,B010114,755700,36,17.47,4.51,Home Improvement,2021-06-06,Closed,0,12.96
L013897,B005532,750500,12,14.41,6.9,Education,2024-01-20,Closed,0,7.51
L013898,B000126,331100,36,10.84,6.86,Auto,2024-03-15,Default,1,3.98
L013899,B017266,204100,24,16.88,6.71,Personal,2023-12-24,Closed,0,10.17
L013900,B008637,77400,36,13.29,6.85,Home Improvement,2023-05-04,Active,0,6.44
L013901,B016798,273400,48,19.8,6.82,Education,2023-03-01,Closed,0,12.98
L013902,B005088,255000,60,24.05,7.04,Home Improvement,2023-11-27,Active,0,17.01
L013903,B015981,69200,48,13.72,6.1,Debt Consolidation,2022-11-06,Active,0,7.62
L013904,B012790,131900,24,14.11,5.87,Education,2022-08-06,Active,0,8.24
L013905,B000507,162100,48,7.64,7.08,Debt Consolidation,2025-04-17,Closed,0,0.56
L013906,B006363,306600,36,11.27,4.41,Personal,2021-04-05,Closed,0,6.86
L013907,B017415,229500,12,20.56,6.89,Home Improvement,2023-08-17,Closed,0,13.67
L013908,B017696,1033500,36,14.27,6.05,Business,2022-11-11,Active,0,8.22
L013909,B000651,246500,36,13.2,6.85,Home Improvement,2024-04-30,Active,0,6.35
L013910,B017361,777000,24,17.87,7.07,Medical,2024-06-24,Closed,0,10.8
L013911,B000725,29000,48,23.26,6.79,Personal,2025-03-09,Active,0,16.47
L013912,B012339,519500,24,16.84,6.39,Debt Consolidation,2023-02-07,Closed,0,10.45
L013913,B013739,432500,24,9.49,6.99,Auto,2024-06-27,Active,0,2.5
L013914,B012064,710400,48,9.53,6.85,Home Improvement,2023-03-01,Active,0,2.68
L013915,B000111,161600,36,10.58,6.92,Medical,2024-07-08,Closed,0,3.66
L013916,B017264,104700,12,17.26,6.69,Education,2023-02-23,Default,1,10.57
L013917,B003355,103000,24,24.06,4.45,Debt Consolidation,2021-07-19,Closed,0,19.61
L013918,B004864,709400,60,12.43,6.96,Debt Consolidation,2024-06-29,Closed,0,5.47
L013919,B003906,178200,24,9.5,4.74,Education,2021-11-03,Active,0,4.76
L013920,B003194,165800,36,6.16,7.03,Auto,2023-09-08,Active,0,-0.87
L013921,B016587,579800,24,10.75,4.13,Auto,2021-03-14,Active,0,6.62
L013922,B008128,175800,24,16.96,7.03,Debt Consolidation,2025-02-14,Active,0,9.93
L013923,B010193,148300,12,17.34,6.28,Education,2022-12-30,Active,0,11.06
L013924,B003514,781200,12,13.25,4.64,Personal,2021-05-12,Closed,0,8.61
L013925,B017248,134900,24,18.08,5.15,Auto,2021-12-31,Default,1,12.93
L013926,B004195,107200,36,6.36,6.58,Business,2023-03-11,Closed,0,-0.22
L013927,B002905,234300,36,15.25,6.93,Debt Consolidation,2023-11-14,Active,0,8.32
L013928,B000775,105000,12,6.0,7.02,Business,2023-07-28,Active,0,-1.02
L013929,B011966,119000,48,21.66,5.87,Personal,2022-07-11,Default,1,15.79
L013930,B003771,1030600,12,12.82,5.45,Education,2022-04-25,Active,0,7.37
L013931,B000579,490100,36,10.71,4.13,Home Improvement,2021-02-20,Closed,0,6.58
L013932,B009201,89300,12,12.9,5.1,Debt Consolidation,2021-11-11,Closed,0,7.8
L013933,B003366,221400,36,17.9,7.22,Debt Consolidation,2025-08-11,Active,0,10.68
L013934,B009624,588600,24,9.77,7.14,Personal,2024-08-24,Active,0,2.63
L013935,B014643,123100,12,22.44,4.81,Medical,2021-08-17,Active,0,17.63
L013936,B014446,163600,48,9.95,7.19,Auto,2024-12-10,Closed,0,2.76
L013937,B010492,394800,60,23.07,6.81,Home Improvement,2024-12-28,Active,0,16.26
L013938,B013487,97000,12,19.83,4.76,Auto,2021-06-19,Closed,0,15.07
L013939,B017183,624600,24,7.58,6.43,Medical,2023-01-05,Active,0,1.15
L013940,B004366,93100,60,8.98,6.91,Education,2025-12-19,Active,0,2.07
L013941,B005129,421200,12,13.85,4.19,Personal,2021-03-14,Closed,0,9.66
L013942,B010941,418600,36,23.41,4.14,Debt Consolidation,2021-01-05,Active,0,19.27
L013943,B013562,81900,60,17.01,5.03,Business,2021-11-29,Closed,0,11.98
L013944,B006491,277500,24,19.68,7.01,Home Improvement,2024-06-27,Active,0,12.67
L013945,B012796,383700,60,18.87,6.33,Education,2022-11-21,Closed,0,12.54
L013946,B006285,495700,24,14.38,7.13,Personal,2024-06-21,Default,1,7.25
L013947,B009714,630100,12,9.08,6.79,Education,2024-03-28,Closed,0,2.29
L013948,B009494,154200,36,21.63,6.95,Auto,2025-07-22,Active,0,14.68
L013949,B005353,208100,36,21.3,6.01,Auto,2022-07-29,Closed,0,15.29
L013950,B011122,421800,48,10.58,4.59,Medical,2021-05-01,Closed,0,5.99
L013951,B016800,201000,48,29.67,6.9,Debt Consolidation,2024-10-25,Default,1,22.77
L013952,B009760,54100,24,12.72,7.26,Auto,2024-09-26,Closed,0,5.46
L013953,B004341,95000,12,18.53,5.12,Debt Consolidation,2021-11-30,Closed,0,13.41
L013954,B007204,723500,60,18.99,6.8,Debt Consolidation,2025-12-05,Active,0,12.19
L013955,B012050,471600,48,12.57,7.07,Personal,2025-12-11,Default,1,5.5
L013956,B000158,190500,24,22.59,5.6,Personal,2022-05-16,Default,1,16.99
L013957,B009337,198300,36,10.81,6.88,Auto,2024-07-19,Active,0,3.93
L013958,B014132,1594600,60,12.76,4.06,Medical,2021-03-30,Active,0,8.7
L013959,B008738,263000,36,22.68,6.99,Home Improvement,2024-04-16,Default,1,15.69
L013960,B007757,31100,60,13.55,6.06,Business,2022-08-31,Active,0,7.49
L013961,B016469,51900,36,9.56,4.91,Education,2021-09-23,Active,0,4.65
L013962,B007910,136000,36,14.21,5.03,Business,2021-11-27,Closed,0,9.18
L013963,B013024,104400,60,14.52,6.48,Education,2023-03-27,Active,0,8.04
L013964,B009276,41300,36,12.32,7.17,Education,2024-08-07,Active,0,5.15
L013965,B014181,260200,36,8.14,7.05,Home Improvement,2023-07-26,Closed,0,1.09
L013966,B008457,369600,24,17.62,3.62,Education,2021-02-14,Closed,0,14.0
L013967,B002353,205100,12,20.5,6.9,Business,2024-10-14,Closed,0,13.6
L013968,B015260,28900,12,12.95,5.99,Business,2022-07-30,Active,0,6.96
L013969,B017837,61300,36,8.14,7.19,Personal,2024-09-10,Closed,0,0.95
L013970,B007050,262200,12,16.36,7.14,Home Improvement,2024-05-04,Default,1,9.22
L013971,B016573,230800,24,15.01,7.05,Business,2025-06-28,Closed,0,7.96
L013972,B004675,147300,24,7.41,6.88,Medical,2024-09-08,Active,0,0.53
L013973,B014280,270800,24,21.01,7.19,Home Improvement,2024-11-11,Default,1,13.82
L013974,B009035,349900,36,19.04,5.71,Business,2022-04-27,Closed,0,13.33
L013975,B011416,396500,60,16.29,6.99,Home Improvement,2023-09-18,Default,1,9.3
L013976,B017740,292300,36,15.4,4.58,Business,2021-06-14,Closed,0,10.82
L013977,B015848,189400,24,9.86,5.25,Personal,2022-01-07,Active,0,4.61
L013978,B005773,153900,48,11.91,6.5,Debt Consolidation,2023-02-25,Active,0,5.41
L013979,B005959,143000,12,20.26,6.51,Medical,2023-02-13,Closed,0,13.75
L013980,B003780,1656300,24,13.94,7.1,Medical,2025-07-29,Active,0,6.84
L013981,B013225,327400,24,19.5,7.0,Business,2025-04-22,Closed,0,12.5
L013982,B006509,560200,48,6.0,6.37,Auto,2022-12-19,Closed,0,-0.37
L013983,B007906,182000,48,12.71,6.87,Personal,2024-12-16,Active,0,5.84
L013984,B009634,232000,48,7.51,7.14,Medical,2024-09-16,Active,0,0.37
L013985,B007010,359400,12,14.68,6.1,Auto,2022-09-08,Closed,0,8.58
L013986,B011960,59000,60,15.21,6.81,Education,2025-03-16,Active,0,8.4
L013987,B014520,312300,36,8.37,4.31,Business,2021-03-28,Active,0,4.06
L013988,B011065,84000,36,10.52,6.98,Personal,2024-02-27,Default,1,3.54
L013989,B001010,298800,48,17.56,7.27,Personal,2025-08-18,Active,0,10.29
L013990,B001031,345800,48,6.0,6.9,Education,2023-08-20,Closed,0,-0.9
L013991,B009525,51100,36,7.77,4.18,Business,2021-03-22,Active,0,3.59
L013992,B007877,286600,48,20.08,4.47,Debt Consolidation,2021-07-04,Default,1,15.61
L013993,B003151,98500,24,14.11,6.9,Business,2023-03-07,Default,1,7.21
L013994,B009389,201500,36,16.69,7.25,Personal,2025-06-24,Closed,0,9.44
L013995,B016623,138200,24,15.91,7.1,Business,2023-08-30,Default,1,8.81
L013996,B015270,132900,36,14.73,4.99,Debt Consolidation,2021-11-22,Closed,0,9.74
L013997,B009644,151700,24,10.38,6.15,Education,2023-01-11,Closed,0,4.23
L013998,B013665,301200,36,13.7,4.07,Business,2021-02-27,Active,0,9.63
L013999,B003721,309400,12,13.54,4.9,Auto,2022-01-11,Default,1,8.64
L014000,B002727,355300,24,10.05,6.79,Business,2025-07-17,Active,0,3.26
L014001,B013731,379500,36,19.82,6.88,Debt Consolidation,2024-06-09,Active,0,12.94
L014002,B007915,383000,12,17.89,5.95,Business,2022-08-03,Active,0,11.94
L014003,B002869,1332800,24,14.07,6.6,Debt Consolidation,2023-02-17,Closed,0,7.47
L014004,B007481,300000,24,22.29,6.94,Business,2023-06-01,Active,0,15.35
L014005,B017936,465400,36,16.62,7.18,Home Improvement,2025-12-05,Active,0,9.44
L014006,B004420,319400,24,8.98,4.71,Home Improvement,2021-08-27,Closed,0,4.27
L014007,B011158,258500,24,25.18,6.31,Medical,2023-02-10,Default,1,18.87
L014008,B012520,146100,36,16.84,6.19,Business,2023-01-06,Default,1,10.65
L014009,B006805,705400,36,19.2,6.77,Education,2025-08-29,Active,0,12.43
L014010,B008946,178700,60,9.51,5.88,Education,2022-06-24,Closed,0,3.63
L014011,B004430,128600,48,18.51,4.7,Home Improvement,2021-09-25,Closed,0,13.81
L014012,B007296,555800,60,15.77,6.69,Business,2023-09-05,Active,0,9.08
L014013,B016177,457500,24,13.32,6.89,Auto,2023-05-18,Closed,0,6.43
L014014,B009621,53500,48,13.45,4.21,Debt Consolidation,2021-03-31,Active,0,9.24
L014015,B004181,393400,36,15.27,4.21,Personal,2021-03-10,Active,0,11.06
L014016,B009852,237700,24,16.09,4.75,Business,2021-08-17,Active,0,11.34
L014017,B010977,154600,36,17.36,6.82,Business,2025-07-24,Default,1,10.54
L014018,B012170,170500,48,11.41,5.89,Education,2022-05-08,Active,0,5.52
L014019,B009126,602900,24,10.73,5.42,Debt Consolidation,2022-04-09,Active,0,5.31
L014020,B004909,349900,60,11.49,6.04,Debt Consolidation,2022-12-21,Default,1,5.45
L014021,B005184,239100,12,22.71,4.89,Debt Consolidation,2021-07-27,Closed,0,17.82
L014022,B006845,298100,36,17.12,7.08,Auto,2025-11-24,Closed,0,10.04
L014023,B014281,521000,48,14.5,6.69,Medical,2025-08-23,Active,0,7.81
L014024,B005918,467800,36,14.01,6.75,Home Improvement,2023-10-26,Closed,0,7.26
L014025,B010342,1764600,60,17.09,7.28,Home Improvement,2025-02-19,Closed,0,9.81
L014026,B016126,909300,12,14.11,4.47,Business,2021-06-29,Closed,0,9.64
L014027,B005096,393300,36,12.83,6.81,Debt Consolidation,2024-09-04,Active,0,6.02
L014028,B008671,81500,48,19.15,7.15,Debt Consolidation,2024-09-11,Default,1,12.0
L014029,B009221,645100,12,8.85,5.35,Auto,2021-11-28,Active,0,3.5
L014030,B001209,191700,48,15.42,6.78,Personal,2025-06-30,Default,1,8.64
L014031,B000918,40600,36,17.73,6.68,Business,2023-03-09,Closed,0,11.05
L014032,B013850,173000,36,13.43,7.14,Business,2024-09-20,Closed,0,6.29
L014033,B005484,70200,12,14.77,6.82,Business,2025-03-24,Closed,0,7.95
L014034,B008403,147700,36,17.77,6.96,Debt Consolidation,2025-06-04,Closed,0,10.81
L014035,B012874,763500,36,12.08,6.78,Personal,2024-09-11,Active,0,5.3
L014036,B005018,468400,60,9.06,6.94,Business,2025-05-21,Active,0,2.12
L014037,B002032,173000,48,17.32,4.7,Education,2021-06-25,Default,1,12.62
L014038,B014598,78800,36,11.6,4.43,Home Improvement,2021-05-02,Active,0,7.17
L014039,B017318,171500,60,17.9,6.88,Auto,2024-04-26,Closed,0,11.02
L014040,B004703,215700,36,12.03,5.67,Education,2022-05-26,Closed,0,6.36
L014041,B004085,314500,24,12.82,6.66,Education,2025-01-16,Default,1,6.16
L014042,B005200,108200,36,10.01,6.86,Auto,2025-06-15,Closed,0,3.15
L014043,B000286,125800,48,13.65,4.57,Auto,2021-03-17,Closed,0,9.08
L014044,B008266,1259700,24,18.94,5.33,Business,2022-01-20,Closed,0,13.61
L014045,B014099,609800,36,11.6,7.16,Auto,2024-08-01,Active,0,4.44
L014046,B015093,119600,24,19.56,6.86,Business,2024-07-17,Active,0,12.7
L014047,B013508,550800,12,11.97,6.83,Business,2025-07-09,Active,0,5.14
L014048,B006574,167700,24,16.83,4.51,Business,2021-07-20,Active,0,12.32
L014049,B014019,172800,12,24.31,6.8,Home Improvement,2023-04-29,Default,1,17.51
L014050,B016349,623300,24,16.85,7.23,Debt Consolidation,2023-07-05,Active,0,9.62
L014051,B007021,859100,24,10.17,7.09,Business,2024-09-28,Active,0,3.08
L014052,B007716,142900,60,17.57,4.11,Personal,2021-02-08,Active,0,13.46
L014053,B005312,219300,48,10.03,5.72,Medical,2022-05-19,Active,0,4.31
L014054,B008380,204700,36,12.11,7.26,Debt Consolidation,2023-08-20,Closed,0,4.85
L014055,B003395,723800,24,11.82,6.85,Home Improvement,2024-01-25,Closed,0,4.97
L014056,B012082,297400,36,11.94,7.27,Medical,2025-02-20,Active,0,4.67
L014057,B005414,147800,24,15.07,7.08,Auto,2024-08-31,Active,0,7.99
L014058,B012951,84800,24,21.14,7.24,Business,2025-02-26,Default,1,13.9
L014059,B016342,201800,48,14.01,7.05,Medical,2024-02-23,Closed,0,6.96
L014060,B001249,568600,48,11.95,7.24,Personal,2025-07-19,Active,0,4.71
L014061,B008039,105900,12,12.59,4.94,Debt Consolidation,2021-09-28,Active,0,7.65
L014062,B014587,276000,24,20.3,7.13,Home Improvement,2025-08-31,Active,0,13.17
L014063,B009645,271400,36,13.31,7.08,Personal,2024-07-12,Closed,0,6.23
L014064,B002534,98400,12,9.51,5.13,Home Improvement,2021-11-24,Active,0,4.38
L014065,B014530,60500,24,6.04,6.85,Personal,2024-08-19,Closed,0,-0.81
L014066,B015132,68600,36,20.12,4.35,Business,2021-05-07,Active,0,15.77
L014067,B017967,696700,24,19.42,7.14,Home Improvement,2025-04-24,Active,0,12.28
L014068,B017126,1001100,24,14.25,6.9,Business,2025-10-06,Closed,0,7.35
L014069,B005882,96800,60,18.66,7.04,Personal,2025-08-11,Closed,0,11.62
L014070,B003734,500700,48,24.12,7.06,Debt Consolidation,2024-04-19,Active,0,17.06
L014071,B005916,345700,48,11.45,4.34,Home Improvement,2021-07-21,Closed,0,7.11
L014072,B008979,289700,24,17.86,6.76,Medical,2024-08-13,Closed,0,11.1
L014073,B003823,586300,12,8.91,7.2,Medical,2024-01-12,Active,0,1.71
L014074,B015233,129200,24,18.86,6.22,Personal,2022-09-20,Default,1,12.64
L014075,B004884,129600,36,14.71,6.23,Business,2022-11-01,Active,0,8.48
L014076,B005257,224100,24,15.46,6.97,Debt Consolidation,2025-03-23,Active,0,8.49
L014077,B010795,40300,12,18.31,6.66,Personal,2023-04-09,Closed,0,11.65
L014078,B008597,220700,24,16.56,6.91,Business,2025-04-19,Default,1,9.65
L014079,B013993,353700,36,20.07,6.53,Debt Consolidation,2023-03-12,Default,1,13.54
L014080,B016936,319200,36,8.1,4.84,Home Improvement,2021-09-28,Closed,0,3.26
L014081,B015434,942800,36,12.73,6.3,Personal,2022-09-20,Closed,0,6.43
L014082,B006722,104400,60,12.92,6.93,Medical,2024-12-04,Closed,0,5.99
L014083,B009444,112600,36,17.95,7.01,Business,2024-09-05,Active,0,10.94
L014084,B007110,44100,36,14.09,6.65,Personal,2023-06-11,Closed,0,7.44
L014085,B001617,83000,12,11.58,6.87,Education,2025-04-08,Active,0,4.71
L014086,B000726,98600,12,9.67,6.94,Auto,2025-05-05,Default,1,2.73
L014087,B003626,141000,24,18.66,7.01,Medical,2024-04-26,Active,0,11.65
L014088,B013049,583000,24,12.31,6.96,Home Improvement,2025-04-03,Active,0,5.35
L014089,B001133,121600,60,11.94,4.37,Debt Consolidation,2021-07-18,Active,0,7.57
L014090,B000926,163900,48,12.51,7.03,Education,2025-09-18,Closed,0,5.48
L014091,B014390,73500,48,14.93,4.76,Debt Consolidation,2021-07-29,Default,1,10.17
L014092,B007409,278600,48,16.79,6.78,Personal,2023-02-04,Active,0,10.01
L014093,B015449,1332600,24,14.41,6.53,Medical,2023-02-28,Default,1,7.88
L014094,B011591,89400,36,25.81,7.02,Medical,2025-10-19,Default,1,18.79
L014095,B012480,325900,24,13.3,4.19,Business,2021-03-13,Closed,0,9.11
L014096,B008362,979200,60,17.96,4.53,Auto,2021-06-13,Default,1,13.43
L014097,B004057,192500,24,15.53,7.04,Debt Consolidation,2025-02-28,Active,0,8.49
L014098,B004178,651300,36,9.04,6.65,Debt Consolidation,2023-02-05,Active,0,2.39
